country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Iran,IRN,12/02/2022,137334302,61477263,54772244,223768,361372,161.52,72.3,64.42,4250,"COVIran Barekat, Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing, Soberana02, Sputnik V",World Health Organization,https://irangov.ir/detail/380273
Iraq,IRQ,12/02/2022,,,,,40689,,,,988,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Ireland,IRL,12/02/2022,10500669,4037485,3935497,12337,8417,210.73,81.03,78.98,1689,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Isle of Man,IMN,12/02/2022,,,,,57,,,,667,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Israel,ISR,12/02/2022,17955000,6695930,6112695,477,6472,193.25,72.07,65.79,697,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Italy,ITA,12/02/2022,132009670,50506049,46879188,242398,244691,218.68,83.66,77.66,4053,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv
Jamaica,JAM,12/02/2022,1332934,756055,636803,2455,2073,44.83,25.43,21.42,697,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://vaccination.moh.gov.jm/
Japan,JPN,12/02/2022,,,,,662049,,,,5252,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Prime Minister's Office,https://www.kantei.go.jp/jp/headline/kansensho/vaccine.html
Kazakhstan,KAZ,12/02/2022,18155015,9289074,8865941,20405,16473,95.58,48.9,46.68,867,"QazVac, Sinopharm/Beijing, Sputnik V",Government of Kazakhstan,https://www.coronavirus2020.kz/
Kenya,KEN,12/02/2022,15030753,7929066,6881306,282646,233067,27.34,14.42,12.51,4239,"Oxford/AstraZeneca, Sputnik V",Ministry of Health,https://www.health.go.ke/wp-content/uploads/2022/02/MINISTRY-OF-HEALTH-KENYA-COVID-19-IMMUNIZATION-STATUS-REPORT-14TH-FEBRUARY-2022.pdf
Kosovo,OWID_KOS,12/02/2022,,,,,1225,,,,687,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.facebook.com/Ministria.Shendetesise.RKS/posts/252034067100416
Kyrgyzstan,KGZ,12/02/2022,2595198,1377821,1119529,3659,8490,39.15,20.79,16.89,1281,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Laos,LAO,12/02/2022,,,,,48048,,,,6511,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://www.covid19.gov.la/index.php
Latvia,LVA,12/02/2022,2829541,1340656,1294410,1824,2837,151.56,71.81,69.33,1520,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Lebanon,LBN,12/02/2022,5032646,2464908,2081855,2229,10820,74.35,36.41,30.76,1598,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Libya,LBY,12/02/2022,,,,,10245,,,,1472,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/
Liechtenstein,LIE,12/02/2022,69939,26695,26238,204,67,182.83,69.78,68.59,1751,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL
Lithuania,LTU,12/02/2022,4438255,1944775,1866824,208,1371,165,72.3,69.4,510,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://experience.arcgis.com/experience/cab84dcfe0464c2a8050a78f817924ca/page/page_3/
Luxembourg,LUX,12/02/2022,1257424,477852,,1522,1674,198.08,75.27,,2637,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/en/datasets/donnees-covid19/#_
Macao,MAC,12/02/2022,,,,,1974,,,,2998,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Macao,https://www.ssm.gov.mo/docs/19164/19164_0bb6414667e045ef97326255efd0ce33_000_.pdf
Malawi,MWI,12/02/2022,1896669,1510077,786184,1676,1211,9.65,7.69,4,62,"Johnson&Johnson, Oxford/AstraZeneca",Ministry of Health,https://twitter.com/health_malawi/status/1493270099826036740
Malaysia,MYS,12/02/2022,64932647,26223028,25732145,145918,143390,198.11,80.01,78.51,4375,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Malaysia,https://github.com/MoH-Malaysia/covid19-public
Maldives,MDV,12/02/2022,875130,397937,370449,,2801,160.98,73.2,68.14,5152,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1493994635907108867
Mali,MLI,12/02/2022,,,,,,,,,,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Malta,MLT,12/02/2022,1230442,467574,458891,1518,1268,238.41,90.6,88.92,2457,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Mauritania,MRT,12/02/2022,,,,,3264,,,,684,"Oxford/AstraZeneca, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://covid19.who.int/
Mexico,MEX,12/02/2022,172046323,84064526,77885188,592569,423504,132.08,64.53,59.79,3251,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/703736/2022.02.16_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Moldova,MDA,12/02/2022,1996925,,1021848,,4817,49.63,,25.39,1197,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vaccinare.gov.md/
Mongolia,MNG,12/02/2022,,,,,789,,,,237,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health via ikon.mn,https://ikon.mn/
Montenegro,MNE,12/02/2022,659297,287842,279101,413,377,104.98,45.83,44.44,600,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Morocco,MAR,12/02/2022,,,,,58889,,,,1577,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Myanmar,MMR,12/02/2022,42555469,22810233,19745236,,136070,77.65,41.62,36.03,2483,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Nepal,NPL,12/02/2022,,,,,252282,,,,8502,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Netherlands,NLD,12/02/2022,33782608,13442717,12345562,,19565,196.72,78.28,71.89,1139,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","European CDC, via Marino van Zelst",https://github.com/mzelst/covid-19
New Caledonia,NCL,12/02/2022,,,,,140,,,,486,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
New Zealand,NZL,12/02/2022,,,,,52220,,,,10187,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/covid-19-vaccine-data
Nicaragua,NIC,12/02/2022,,,,,21234,,,,3168,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
North Macedonia,MKD,12/02/2022,,,,,940,,,,451,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Government of North Macedonia,https://worldhealthorg.shinyapps.io/EURO_COVID-19_vaccine_monitor/
Northern Ireland,OWID_NIR,12/02/2022,3696474,1417219,1317835,1450,2140,194.96,74.75,69.51,1129,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Norway,NOR,12/02/2022,11168420,4324865,4011009,1996,9302,204.34,79.13,73.39,1702,"Moderna, Pfizer/BioNTech",Norwegian Institute of Public Health,https://github.com/folkehelseinstituttet/surveillance_data
Pakistan,PAK,12/02/2022,,,,,2081187,,,,9242,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",National Command and Operation Centre,https://ncoc.gov.pk/covid-vaccination-en.php
Panama,PAN,12/02/2022,6745069,3170204,2521225,20679,14149,153.94,72.35,57.54,3229,"Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://vacunas.panamasolidario.gob.pa/vacunometro
Papua New Guinea,PNG,12/02/2022,,,,,739,,,,81,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Peru,PER,12/02/2022,57150275,25200452,23136698,83249,94916,171.32,75.54,69.36,2845,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministerio de Salud via github.com/jmcastagnetto/covid-19-peru-vacunas,https://www.datosabiertos.gob.pe/dataset/vacunacion
Philippines,PHL,12/02/2022,,,,,355860,,,,3205,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",Department of Health via ABS-CBN Investigative and Research Group,https://news.abs-cbn.com/spotlight/multimedia/infographic/03/23/21/philippines-covid-19-vaccine-tracker
Poland,POL,12/02/2022,52681624,22446900,21995811,56230,69185,139.38,59.39,58.19,1830,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Portugal,PRT,12/02/2022,22324550,,9282320,48482,56442,219.56,,91.29,5551,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Qatar,QAT,12/02/2022,6071838,,,4647,16196,207.19,,,5527,"Moderna, Pfizer/BioNTech",Ministry of Public Health,https://covid19.moph.gov.qa/EN/Pages/Vaccination-Program-Data.aspx
Romania,ROU,12/02/2022,16580212,,8022041,8142,10096,86.68,,41.94,528,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania via datelazi.ro,https://datelazi.ro/
Russia,RUS,12/02/2022,157657205,77847010,70894990,245443,287121,108.05,53.35,48.59,1968,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Saint Lucia,LCA,12/02/2022,109014,57418,51596,134,76,59.12,31.14,27.98,412,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.covid19response.lc/
Saint Vincent and the Grenadines,VCT,12/02/2022,66615,34930,28782,,159,59.87,31.39,25.87,1429,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/SVGHEALTH/posts/411069037482510
Samoa,WSM,12/02/2022,,,,,401,,,,2004,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Saudi Arabia,SAU,12/02/2022,59362397,25752949,23915410,99812,139825,167.97,72.87,67.67,3956,"Oxford/AstraZeneca, Pfizer/BioNTech",Saudi Health Council,https://covid19.moh.gov.sa/
Scotland,OWID_SCT,12/02/2022,11918789,4427052,4142683,6431,6274,218.05,80.99,75.79,1148,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Serbia,SRB,12/02/2022,,,,,3068,,,,446,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://vakcinacija.gov.rs/
Slovakia,SVK,12/02/2022,,,,,1304,,,,239,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data/raw/main/Vaccination/OpenData_Slovakia_Vaccination_AgeGroup_District.csv
Slovenia,SVN,12/02/2022,2947381,1262819,1215844,486,1898,141.79,60.75,58.49,913,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via covid-19.sledilnik.org,https://covid-19.sledilnik.org/sl/stats
South Africa,ZAF,12/02/2022,30992579,20384333,17345090,16186,118910,51.62,33.95,28.89,1980,"Johnson&Johnson, Pfizer/BioNTech",Ministry of Health,https://sacoronavirus.co.za/latest-vaccine-statistics/
South Korea,KOR,12/02/2022,116880965,44738366,44226773,187337,198418,227.82,87.2,86.2,3867,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,https://ncv.kdca.go.kr/
Spain,ESP,12/02/2022,,,,,93004,,,,1990,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
Sri Lanka,LKA,12/02/2022,36972980,16811958,14037188,85800,64915,171.99,78.2,65.3,3020,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health's Epidemiology Unit,http://www.epid.gov.lk/web/images/pdf/corona_vaccination/covid_vaccination_2022-02_15.pdf
Suriname,SUR,12/02/2022,499750,265460,234290,,144,84.45,44.86,39.59,243,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Government of Suriname,https://laatjevaccineren.sr/
Sweden,SWE,12/02/2022,,,,,39941,,,,3931,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://fohm.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/statistik-over-registrerade-vaccinationer-covid-19/
Switzerland,CHE,12/02/2022,15479613,6073366,5950415,9398,10860,177.61,69.68,68.27,1246,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Syria,SYR,12/02/2022,3053717,2125205,1163125,,2829,16.71,11.63,6.36,155,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/
Taiwan,TWN,12/02/2022,,,,,220526,,,,9244,"Medigen, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Category/Page/9jFXNbCe-sFK9EImRRi2Og
Thailand,THA,12/02/2022,120081478,52799456,49199664,127234,267845,171.67,75.48,70.33,3829,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Thailand,https://ddc.moph.go.th/covid19-dashboard/
Timor,TLS,12/02/2022,,,,,676,,,,503,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",World Health Organization,https://covid19.who.int/
Trinidad and Tobago,TTO,12/02/2022,1502294,737883,697579,2119,1520,107.05,52.58,49.71,1083,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://services3.arcgis.com/x3I4DqUw3b3MfTwQ/arcgis/rest/services/service_7a519502598f492a9094fd0ad503cf80/FeatureServer/0/query
Tunisia,TUN,12/02/2022,12867598,7118728,6287835,9464,8226,107.81,59.64,52.68,689,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://www.facebook.com/santetunisie.rns.tn/posts/317518233751979
Turkey,TUR,12/02/2022,143940936,57559910,52616197,95002,158220,169.26,67.68,61.87,1860,"Pfizer/BioNTech, Sinovac, Turkovac",COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Ukraine,UKR,12/02/2022,31107958,15572034,14969913,36453,58282,71.57,35.83,34.44,1341,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://health-security.rnbo.gov.ua
United Arab Emirates,ARE,12/02/2022,23815315,,9395967,8280,20264,238.37,,94.04,2028,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,https://fcsc.gov.ae/en-us/Pages/Covid19/UAE-Covid-19-Updates.aspx
United Kingdom,GBR,12/02/2022,139019119,52506600,48745284,81592,68378,203.82,76.98,71.47,1003,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
United States,USA,12/02/2022,548020868,252301365,213329528,312598,414989,165.06,75.99,64.25,1250,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2
Uruguay,URY,12/02/2022,7536995,2948550,2701201,231,7273,216.26,84.6,77.51,2087,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health via vacuna.uy,https://monitor.uruguaysevacuna.gub.uy/
Vietnam,VNM,12/02/2022,185731134,79212013,76162865,476747,507102,189.2,80.69,77.58,5166,"Abdala, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://luatvietnam.vn/y-te/bao-cao-191-bc-byt-2022-tinh-hinh-dich-va-cong-tac-phong-chong-dich-covid-19-ngay-14-02-2022-216856-d6.html
Wales,OWID_WLS,12/02/2022,6809927,2516214,2376514,2736,3192,214.82,79.38,74.97,1007,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Yemen,YEM,12/02/2022,,,,,1734,,,,57,"Johnson&Johnson, Oxford/AstraZeneca, Sinovac",World Health Organization,https://covid19.who.int/
Albania,ALB,11/02/2022,,,,,4093,,,,1425,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-2665804-vaksinime/
Anguilla,AIA,11/02/2022,21783,10218,9418,,17,144.02,67.56,62.27,1124,"Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Argentina,ARG,11/02/2022,90476757,39991849,35370517,329811,227376,198.39,87.69,77.56,4986,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.argentina.gob.ar/coronavirus/vacuna/aplicadas
Armenia,ARM,11/02/2022,,,,,4755,,,,1602,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://www.moh.am/#1/4846
Aruba,ABW,11/02/2022,167205,87062,80143,86,61,155.98,81.22,74.76,569,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Australia,AUS,11/02/2022,52150693,21895835,20353147,202409,178660,202.23,84.91,78.92,6928,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via CovidBaseAU,https://covidbaseau.com/
Austria,AUT,11/02/2022,17900061,6781590,6525616,,14500,197.94,74.99,72.16,1603,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.ecdc.europa.eu/en/publications-data/data-covid-19-vaccination-eu-eea
Azerbaijan,AZE,11/02/2022,12390636,5261495,4760705,41364,34401,121.2,51.47,46.57,3365,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Government of Azerbaijan,https://koronavirusinfo.az/storage/app/9sWKkwHJeU9OdgY7G2YVU8Ux0MmAsUuc5WuhqRpD.pdf
Bahamas,BHS,11/02/2022,,,,,322,,,,811,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Barbados,BRB,11/02/2022,307682,159416,148266,206,156,106.94,55.41,51.53,542,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/moh.barbados/posts/313551277477747
Belgium,BEL,11/02/2022,24528645,9185258,8958726,30234,29732,210.87,78.96,77.02,2556,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belize,BLZ,11/02/2022,453359,233554,205264,,484,111.96,57.68,50.69,1195,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Bermuda,BMU,11/02/2022,123082,46961,46041,,184,198.23,75.63,74.15,2963,"Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Bhutan,BTN,11/02/2022,,,,,6022,,,,7722,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Bolivia,BOL,11/02/2022,12220558,6817070,5440391,39672,29342,103.28,57.61,45.98,2480,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health via https://www.boligrafica.com/,https://github.com/dquintani/vacunacion/
Brazil,BRA,11/02/2022,376813738,173901090,152092266,1785573,1290790,176.09,81.26,71.07,6032,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",State governments via coronavirusbra1.github.io,https://coronavirusbra1.github.io
British Virgin Islands,VGB,11/02/2022,36384,18786,17236,,0,119.59,61.75,56.65,0,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/
Bulgaria,BGR,11/02/2022,4242454,,2026063,7434,5829,61.51,,29.38,845,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Cambodia,KHM,11/02/2022,33660323,14374151,13794360,,47942,198.63,84.82,81.4,2829,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",Ministry of Health,https://www.facebook.com/MinistryofHealthofCambodia/posts/316017637221673
Canada,CAN,11/02/2022,79668861,32462460,30550318,125856,132057,209.28,85.28,80.25,3469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Cape Verde,CPV,11/02/2022,683359,346572,291201,,1691,121.62,61.68,51.82,3009,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Cayman Islands,CYM,11/02/2022,138037,59441,57627,,0,207.58,89.39,86.66,0,"Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Chile,CHL,11/02/2022,47397338,17698185,17084126,61094,60562,246.7,92.12,88.92,3152,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Ministry of Health, via Ministry of Science GitHub repository",https://github.com/MinCiencia/Datos-COVID19
China,CHN,11/02/2022,3036707000,,,7119000,4830143,210.27,,,3344,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001",National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202202/6564cf2132254ab0b1ec82d94e33a4f3.shtml
Colombia,COL,11/02/2022,74561909,40877239,32679549,270994,233569,145.44,79.74,63.75,4556,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://docs.google.com/spreadsheets/d/1eblBeozGn1soDGXbOIicwyEDkUqNMzzpJoAKw84TTA4
Comoros,COM,11/02/2022,,,,,0,,,,0,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Cook Islands,COK,11/02/2022,,,,,6,,,,341,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Costa Rica,CRI,11/02/2022,,,,,18329,,,,3567,"Oxford/AstraZeneca, Pfizer/BioNTech",Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion
Cote d'Ivoire,CIV,11/02/2022,8574775,5546012,3028763,,65578,31.7,20.5,11.2,2424,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Croatia,HRV,11/02/2022,5156556,2301408,2218184,4035,4104,126.33,56.38,54.35,1005,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.koronavirus.hr
Cuba,CUB,11/02/2022,34712606,10591122,9857305,28206,29666,306.72,93.58,87.1,2621,"Abdala, Soberana02",Ministry of Health,https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/
Curacao,CUW,11/02/2022,242514,106277,97867,205,172,147.16,64.49,59.39,1044,"Moderna, Pfizer/BioNTech",Government of Curacao,https://bakuna.cw/
Cyprus,CYP,11/02/2022,,,,,2479,,,,2767,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Czechia,CZE,11/02/2022,17262907,6935024,6819212,23540,13681,160.97,64.66,63.59,1276,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,11/02/2022,13144529,4844975,4738082,4235,4080,226.11,83.34,81.5,702,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Statens Serum Institute,https://covid19.ssi.dk/overvagningsdata/download-fil-med-vaccinationsdata
